avg_monthly_hrs,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure
242,sales,,0.4823548503,5,,medium,0.825347735,Employed,3
151,admin,1,0.7997421667,3,,low,0.8107134263,Employed,3
212,sales,,0.7590583211,4,,low,0.9663348709,Employed,3
231,sales,,0.5364284997,6,,low,0.255404871,Employed,4
252,engineering,,0.9738010456,3,,medium,0.7264060918,Employed,3
234,support,,,3,,medium,0.927016975,Employed,2
220,management,1,0.6713395628,4,,high,0.5852835707,Employed,3
285,support,,,2,,medium,0.8218128066,Employed,2
265,sales,,0.874097129,4,,low,0.8802176312,Left,6
210,engineering,,0.7335676444,5,,medium,0.5413011662,Employed,5
265,engineering,,0.9231051141,4,,medium,0.6337588928,Employed,4
179,support,,0.8079707507,5,,low,0.3585917721,Employed,5
253,sales,,0.5923969774,3,,medium,0.8415735217,Employed,2
260,sales,1,0.6024340444,4,,low,0.6808164236,Employed,2
128,management,,0.4875605264,2,,low,0.3583759894,Left,3
135,finance,,,4,,medium,0.5629783052,Employed,3
228,support,1,0.9027109367,5,,low,0.9086551382,Left,5
153,sales,1,0.6754566649,4,,low,0.639945044,Employed,3
244,sales,,0.8071187833,5,,low,0.7301522665,Left,6
157,sales,,0.5035562417,2,,low,0.328296702,Left,3
243,sales,,1,5,,medium,0.8728689934,Employed,6
261,IT,,0.6978790923,3,,medium,0.6416983153,Employed,2
183,sales,,,3,,low,0.4910713507,Employed,3
152,product,,0.5555770279,2,,medium,0.5002593318,Left,3
291,product,,0.8769726261,6,,low,0.06684861662,Left,4
139,IT,,0.7855270908,3,,medium,1,Employed,2
139,IT,1,,4,,low,0.7280422692,Employed,3
141,sales,,0.5067795789,4,,low,0.8547340976,Employed,3
193,sales,,0.4082549551,3,,medium,0.5737698651,Employed,6
225,engineering,,0.6979447833,5,,low,0.6074978658,Employed,4
241,finance,,0.9149253876,4,,medium,0.6730549849,Employed,4
238,management,1,,4,,low,0.8651595342,Employed,3
158,engineering,,,3,,low,0.773133821,Employed,2
96,temp,1,,1,,medium,,Employed,
204,finance,1,0.9457699292,4,,low,0.2588964909,Left,4
155,support,,0.986776503,3,,medium,0.6004715605,Employed,3
106,finance,,0.7655619842,3,,low,0.5684222315,Employed,2
240,support,,0.7452495148,3,,medium,0.5286448563,Employed,3
189,marketing,,0.5080589335,6,,medium,0.2187376244,Employed,4
129,IT,,,2,,medium,0.3564756243,Left,3
141,sales,,0.9954703669,3,,low,0.93011513,Employed,3
188,support,1,0.9737305879,3,,medium,0.9644168014,Employed,3
150,product,,0.9140470523,4,,low,0.7232109669,Employed,2
146,support,,0.6438654497,5,,low,0.7611533253,Employed,3
261,sales,,0.7481306185,4,,high,0.7625972939,Employed,3
255,engineering,,0.6311588557,2,,low,0.6931830672,Left,3
182,engineering,,0.5692145142,3,,medium,0.7531548816,Employed,2
193,engineering,,0.5914076431,3,,low,0.2374380656,Employed,2
215,sales,,0.7706425977,6,,medium,0.8350606845,Employed,5
261,sales,,0.8577888959,5,,low,0.8023073484,Left,5
265,product,,0.7993017492,3,,medium,0.8966064495,Employed,3
262,sales,,0.8909312961,5,,medium,0.8314628634,Left,6
220,sales,1,0.9406214269,4,1,medium,0.6475857577,Employed,3
174,sales,1,0.5296406739,5,,medium,0.5433039282,Employed,3
155,sales,,0.3322606042,5,,low,0.9837923012,Employed,3
211,product,,0.9906600145,3,,low,0.8837648433,Employed,2
278,information_technology,,1,3,,medium,0.1647718815,Left,4
210,support,,,3,,low,0.9997041689,Employed,2
131,product,,0.5360877462,2,,medium,0.3522689309,Left,3
222,product,,0.9145594269,5,,low,0.8943900554,Left,6
128,sales,,0.4420852183,2,,low,0.4046399824,Left,3
139,support,,0.9620975355,5,,medium,1,Employed,3
309,support,,0.8850486979,6,,low,0.05364616676,Left,4
201,sales,1,0.6058915988,4,,medium,0.9218000483,Employed,2
253,sales,,0.4966844231,2,,low,0.6588397744,Left,3
260,product,,0.7768304202,4,,medium,0.9063279733,Employed,3
143,support,,0.7729900729,3,,low,0.9929102305,Employed,3
140,support,,0.5956289373,5,,high,0.4761817548,Employed,3
160,finance,,0.591196589,2,,low,0.4187413117,Left,3
157,finance,,0.8096093703,3,,low,0.6480900982,Employed,2
145,management,,0.8747790096,5,,low,0.2082336722,Employed,3
255,IT,,0.9319787982,5,,medium,0.58913949,Employed,2
153,finance,,,2,,low,0.356232031,Left,3
309,engineering,,0.8944197602,7,,low,0.1239867315,Left,4
145,IT,,0.5387763837,2,,low,0.3366902567,Left,3
150,finance,,,4,,high,0.8767466777,Employed,3
280,product,,0.9328697568,6,,medium,0.06167766308,Left,4
255,product,1,0.556559402,3,,medium,0.2125392016,Employed,3
248,sales,,0.8737713689,4,,low,0.9802769253,Employed,2
254,support,,0.9167960166,5,,low,0.6739606753,Employed,2
209,product,,0.8295167404,3,,high,0.9301200367,Employed,2
120,engineering,,0.3621061817,3,,low,0.4660777045,Employed,6
196,admin,,,3,,low,0.8098311371,Employed,3
290,support,,0.8777369032,6,,low,0.06661387085,Left,4
267,support,,0.4565369526,4,,high,0.1325490259,Employed,6
161,engineering,,0.5218255661,5,,high,0.6293352516,Left,5
156,engineering,,0.4270013089,2,,low,0.4942852224,Left,3
174,sales,,0.7764217722,3,,medium,0.8649165529,Employed,3
259,support,,0.7616542132,3,,medium,0.6652072402,Employed,3
124,sales,,0.5493019382,2,,low,0.2675218887,Employed,3
160,support,,0.5166612233,2,,medium,0.4164541199,Left,3
284,sales,,0.8754878422,6,,medium,0.1128873164,Left,4
151,support,1,0.9741087467,5,,low,0.1637748402,Employed,3
192,support,,,2,,medium,0.7365560306,Employed,3
210,engineering,1,1,5,,low,1,Employed,6
187,,,0.6659272874,2,,low,0.4143667445,Employed,3
148,support,,,2,,low,0.4093261911,Left,3
158,procurement,,,2,,medium,0.7928248013,Employed,3
114,management,1,0.6699563902,3,,low,0.7992620098,Employed,6
202,engineering,,0.6450203554,3,,medium,0.5943584493,Employed,3
245,sales,,0.7273170937,4,,low,0.8687768515,Employed,2
264,support,,,2,,low,0.699239896,Employed,3
204,support,,,4,,low,0.7466079475,Employed,2
215,sales,,0.8027495056,5,,low,0.6584152076,Employed,3
190,admin,,0.6904770453,4,,low,0.887185785,Employed,3
252,sales,,0.9039846782,3,,low,0.7091583546,Employed,2
127,management,,,2,,medium,0.4380037059,Left,3
255,support,,0.9170340358,7,,low,0.150519071,Left,4
144,engineering,,0.6750537738,4,,low,0.5375673405,Employed,4
249,engineering,,0.9213247706,3,,high,0.5375549548,Employed,3
256,support,,0.961360196,6,,low,0.1529737071,Left,4
170,engineering,,0.7095475861,3,,low,0.9321316369,Employed,3
264,engineering,1,0.7862350532,2,,medium,0.7802976296,Employed,3
287,engineering,,0.8819688544,6,,low,0.08984967635,Left,4
224,engineering,,0.4856259054,3,,medium,0.8937990948,Employed,3
158,engineering,,0.5696874527,3,,medium,0.9554949669,Employed,4
184,product,1,,5,,medium,0.961012665,Employed,2
254,sales,1,0.9385493159,6,,medium,0.1674592208,Left,4
129,management,,,2,,low,0.4889071364,Left,3
225,engineering,,0.901764172,6,,low,0.7146030259,Employed,4
226,finance,1,1,5,,low,0.2566201165,Employed,4
190,sales,,0.6298694334,4,,medium,0.6637207098,Employed,2
143,support,,0.5517320653,4,,low,0.9559162271,Employed,3
270,engineering,1,0.6293019082,3,,high,1,Employed,4
198,procurement,,0.3929740317,5,,medium,0.434208787,Employed,5
261,sales,,1,4,,medium,0.9700785833,Employed,4
221,engineering,,0.579024157,3,,low,1,Employed,3
125,procurement,,0.4633019642,3,,low,0.8372370321,Employed,4
237,engineering,1,0.7890280804,3,,low,0.4392058295,Employed,3
197,product,,0.4671958385,3,,medium,0.5574270949,Employed,3
247,finance,,0.8489293138,4,,high,0.6734772435,Employed,4
273,support,,0.7345832124,3,,low,0.5207281672,Left,6
136,sales,,0.4220888744,2,,medium,0.454701805,Left,3
148,support,,0.5002829868,2,,low,0.4314306613,Left,3
158,IT,,0.4880451682,4,,low,0.5499558435,Employed,2
253,product,1,0.9514672718,4,,low,0.1282621493,Employed,5
250,engineering,,0.8833651766,4,,low,0.9136738026,Employed,3
285,sales,,0.6459733939,3,,low,1,Employed,6
223,sales,,0.500671643,4,,low,1,Employed,2
167,engineering,,1,3,,low,0.629819182,Employed,2
190,support,,0.5106836751,2,,low,0.4780130547,Employed,4
269,,1,0.8652271144,4,,medium,0.695704696,Employed,2
251,IT,,0.9502803541,4,,low,0.5780125055,Employed,2
151,support,1,0.9505754471,5,,low,0.2431191841,Employed,3
230,admin,,0.8535197348,3,1,medium,0.803537398,Employed,3
186,sales,,0.679567943,3,,medium,0.6041821773,Employed,3
267,support,,0.8713520802,5,,low,0.7868431495,Left,6
258,sales,,0.8270827811,4,1,medium,1,Employed,7
267,IT,,0.4612163604,4,,medium,0.507437081,Employed,3
255,sales,,0.95532924,4,,low,0.7875243277,Left,6
234,support,,0.7565280061,5,,low,0.7311782008,Employed,3
264,finance,,0.8676836804,5,,high,0.6929980858,Employed,3
136,management,,0.5231517313,2,,low,0.4193503291,Left,3
132,support,,0.5056250975,6,,medium,0.382358165,Employed,2
286,sales,,0.8744733437,7,,low,0.1097631601,Left,4
155,engineering,,0.4900709162,2,,medium,0.4368494843,Left,3
158,marketing,,0.8527257599,3,,medium,0.94057408,Employed,7
139,management,,0.64506548,3,,high,0.5782419833,Employed,4
163,sales,,0.5066777966,4,,medium,0.5899000509,Employed,3
162,marketing,,,5,,high,0.725700733,Employed,3
212,IT,,0.6782397612,4,,medium,0.8959368123,Employed,4
193,engineering,,0.4294406868,4,,medium,0.2715884469,Employed,4
129,marketing,,0.5858549783,2,,high,0.479842419,Left,3
256,product,,0.7423740236,6,,high,0.4343296686,Employed,4
247,sales,,0.8003699866,5,,low,0.8463059602,Employed,3
211,sales,,0.9851781433,5,,medium,0.6575005549,Employed,3
231,IT,,0.8778395504,3,,medium,0.8575538134,Employed,3
153,product,,0.5578170411,2,,low,0.335857862,Left,3
252,support,,0.5245914423,3,,medium,0.8853037795,Employed,2
240,finance,,0.7538970214,4,,low,1,Employed,4
148,sales,,1,3,,low,0.9850294275,Employed,4
213,information_technology,1,0.7848425444,3,,medium,0.6760061336,Employed,3
182,sales,,0.8999036053,3,,low,0.5220607602,Employed,10
198,marketing,,0.567595957,3,,low,0.7542526284,Employed,2
117,marketing,,0.4660251593,4,1,medium,0.297046035,Employed,10
150,support,,0.5757289128,2,,low,0.4505026998,Left,3
248,management,,0.6235867128,2,,low,0.8370655942,Employed,6
156,sales,,0.5585581772,2,,medium,0.4222156228,Left,3
163,engineering,,0.6266152638,4,,low,0.482940562,Employed,2
261,engineering,,0.9487383763,4,,medium,0.8068250459,Left,5
195,sales,,0.9039094026,4,,low,0.8712411163,Employed,3
239,IT,,0.8242301329,4,,low,0.7760660762,Left,6
149,marketing,1,0.729535517,3,,medium,0.6766092103,Employed,3
240,IT,,0.7077852506,3,,low,0.5600372669,Employed,3
234,support,,,4,,low,0.5511524272,Employed,3
220,engineering,1,0.8495304697,3,,high,0.8981261282,Employed,3
136,support,,0.5036414492,2,,medium,0.3517840319,Left,3
138,engineering,1,0.6635899506,3,,low,0.916486401,Employed,4
215,sales,,0.5696283495,4,,low,0.6210492668,Employed,2
258,sales,,,4,,medium,0.4603385021,Employed,3
145,sales,,0.867274029,3,,medium,0.6438759541,Employed,3
185,sales,,0.6320719606,3,,low,0.4757670057,Employed,3
245,sales,,0.748369703,4,,low,0.7222752284,Employed,2
143,support,1,0.5159508119,3,,low,0.7545675867,Employed,4
142,product,,0.564768454,2,,medium,0.3497579643,Left,3
251,marketing,,0.9445814995,4,,medium,0.8293173774,Left,5
264,engineering,,0.9635301427,5,,medium,0.743030116,Left,5
170,sales,,0.4646776442,5,,low,0.8411738433,Employed,3
155,engineering,1,0.4956752887,3,,medium,0.4471745702,Employed,2
169,support,,0.7919787685,5,,medium,0.1997768671,Employed,4
193,IT,,0.7107649078,4,,low,0.8170626582,Employed,4
200,sales,1,,3,,medium,0.8401197736,Employed,2
172,sales,,0.8566894935,4,,medium,0.6795282223,Employed,3
100,support,,0.5188030591,3,,medium,0.1605820767,Employed,4
260,engineering,,0.7291340649,5,,medium,0.9254684123,Employed,6
245,engineering,1,,4,1,low,0.6070959692,Employed,3
222,support,,0.7592319188,4,,medium,0.8049805,Employed,3
253,engineering,,1,5,,medium,0.908316122,Employed,2
174,sales,,0.6015953687,5,,medium,0.1620117232,Employed,6
310,engineering,,1,6,,low,0.07325456374,Left,4
279,sales,,0.9014007141,6,,low,0.117136222,Left,4
200,sales,,0.6418651182,2,,medium,0.8477789505,Employed,3
153,support,,0.8174840121,3,,medium,0.7382355159,Employed,10
155,support,1,0.6634893861,4,,low,0.4890972932,Employed,5
201,sales,,,3,,low,0.5933095444,Employed,2
177,sales,,0.43725018,2,,medium,0.1937268849,Employed,6
156,sales,,0.5118890764,2,,medium,0.391132648,Left,3
238,IT,,0.8500406326,3,,medium,0.7845805891,Employed,3
253,support,,,3,,medium,0.4842034529,Employed,2
199,support,,0.5024103133,3,,medium,0.9239084364,Employed,2
279,engineering,,0.7826886623,5,,low,0.06091488577,Left,4
160,finance,1,0.9386755516,5,,medium,0.8134451502,Employed,4
122,IT,,0.5643044071,2,,low,0.8700504261,Employed,2
189,support,,0.5070883204,5,,medium,0.8152889737,Employed,2
128,sales,,0.5237592437,2,,low,0.4497084518,Left,3
233,sales,,,3,1,medium,0.4704770352,Employed,3
134,IT,,,5,,high,0.705559241,Employed,3
237,sales,,0.7722498604,2,,medium,1,Employed,3
207,support,,,4,,low,0.6177478291,Employed,2
245,management,,0.7387777058,4,,medium,0.5475678399,Employed,3
243,sales,,,3,,medium,0.9111216467,Employed,2
184,sales,,0.9747292293,4,,medium,0.682036268,Employed,7
179,sales,,0.8313410435,5,,low,0.623282683,Employed,2
307,support,,0.9084724147,5,,low,0.1641832097,Left,4
155,IT,,0.7316611767,5,,medium,0.8495059544,Employed,3
275,admin,,,4,,medium,0.6439798081,Employed,3
134,sales,,0.78060287,4,,medium,0.6557486657,Employed,3
306,engineering,,0.8936354787,6,,low,0.1668655134,Left,4
235,product,,0.6384843924,5,,low,0.6146381761,Employed,2
168,sales,,0.8903367963,3,,high,0.9337495471,Employed,2
248,engineering,,,2,,low,0.8289013352,Employed,3
228,IT,1,0.7513744768,4,,medium,0.6978354354,Employed,2
125,engineering,,0.9728439949,3,,medium,0.8341848267,Employed,3
176,support,1,0.8036494822,4,,medium,0.7556020888,Employed,4
154,support,1,0.8836029372,5,,low,0.521000429,Employed,2
128,engineering,,0.4459263761,2,,low,0.3905167624,Left,3
202,support,,0.5722902361,5,,medium,0.6589647248,Employed,3
160,marketing,,0.5318526146,4,,medium,0.8525918553,Employed,3
286,sales,,0.6443820226,6,,low,0.5441350357,Employed,4
197,,,0.8627892083,3,,medium,0.3681012435,Employed,6
144,finance,,0.4535236156,2,,low,0.4081497223,Left,3
158,support,,0.811171562,4,,high,0.5458680798,Employed,3
144,IT,,0.6167195496,2,,high,0.9003869669,Employed,3
128,information_technology,,0.5623463184,3,,medium,0.6681136488,Employed,3
292,support,,0.8695916539,6,,low,0.06085193458,Left,4
229,information_technology,,0.4778107916,4,,high,0.6419217139,Employed,3
243,sales,,0.7742931308,5,,low,1,Employed,3
271,sales,,0.5667014388,3,,medium,0.8418408691,Employed,7
138,support,,0.4401801566,2,,low,0.4234699472,Left,3
229,,,0.9663596721,4,,medium,0.8691650728,Left,6
235,sales,,0.9138121322,4,,low,0.7823804775,Left,5
153,support,,0.5152273767,2,,low,0.3384238937,Left,3
183,engineering,1,,4,,medium,0.6921675499,Employed,2
283,marketing,,0.4178920338,5,,low,0.6269615745,Employed,5
126,support,,0.4629340183,2,,medium,0.3357803665,Left,3
178,sales,,0.6425445236,3,1,low,0.5190358206,Employed,2
175,sales,,0.5631233914,3,,medium,0.9008559685,Employed,4
143,product,,0.4807498326,2,,medium,0.4486652568,Left,3
230,sales,,0.7361592358,5,,medium,0.8288640397,Employed,2
106,support,1,0.3781307654,2,,medium,0.3919565382,Employed,3
138,support,,0.5185145003,2,,low,0.4906790963,Left,3
194,support,,,2,,low,0.5432776062,Employed,2
151,product,,0.4389511463,2,,low,0.3890232103,Left,3
245,,1,0.8510024277,3,,low,0.621522363,Employed,2
138,temp,,,3,,medium,,Employed,
248,sales,,0.760459572,5,,medium,0.5216439861,Employed,3
226,product,,0.8963881943,4,,medium,0.8281762571,Left,5
253,sales,,1,4,,low,0.7957310791,Left,5
155,management,,1,4,,low,0.8510269484,Employed,3
226,sales,,0.5194271104,5,,low,0.8242627876,Employed,4
150,IT,,0.914286079,6,,medium,0.6424839269,Employed,5
165,sales,,0.6668833967,5,,medium,0.5986665017,Employed,2
196,support,,0.9822215939,4,,medium,0.6208255558,Employed,3
307,engineering,,0.9640074824,6,,low,0.07363474621,Left,4
184,,,0.7209833844,4,,medium,1,Employed,3
259,sales,,0.6275831893,5,,low,0.7621331123,Employed,3
309,support,,0.8756074325,6,,low,0.08703664011,Left,4
131,sales,,0.4806857829,2,,low,0.3782303153,Left,3
141,sales,,0.6134241151,3,,medium,0.7360670311,Employed,2
145,sales,,0.4278735969,2,,medium,0.5303029626,Employed,3
271,sales,,0.9546663502,2,,low,0.574127025,Employed,3
244,support,,0.7942105493,4,,medium,0.5289736239,Employed,2
99,temp,,,1,,medium,,Employed,
222,IT,,0.8018476361,3,,medium,0.6965421573,Employed,3
214,engineering,,0.807278143,4,,low,0.4956129589,Employed,2
294,engineering,,0.7764478762,6,,medium,0.1643454106,Left,4
162,finance,,1,5,,low,0.9143952729,Employed,3
257,support,,0.6612328467,3,,low,0.7470895391,Employed,3
156,management,,0.7209526768,3,,medium,0.7349334391,Employed,8
239,finance,,0.701162393,4,,low,0.467825596,Employed,2
144,sales,,0.7283413274,3,,medium,0.597307686,Employed,5
166,sales,,0.6902845897,2,,medium,0.6074982471,Employed,3
216,engineering,,1,4,,low,0.7535775984,Left,6
310,engineering,,0.7510496949,6,,medium,0.0637362314,Left,4
249,product,,0.6816182472,6,,medium,0.5202305394,Employed,5
193,engineering,,0.7340988805,3,,medium,1,Employed,3
229,engineering,,0.9549489065,4,,medium,1,Employed,2
104,temp,,,2,,medium,,Employed,
167,support,,0.367433546,3,,low,0.3294489968,Employed,10
196,finance,,,4,,medium,0.9276687566,Employed,2
168,engineering,,0.8770148038,3,1,medium,0.8500185599,Employed,3
201,support,,0.769414906,3,,low,0.926575538,Employed,3
210,marketing,1,0.53076449,3,,medium,0.8702929433,Employed,4
259,marketing,,0.5905885658,4,,low,0.8277435082,Employed,3
168,product,,0.5177064281,4,,medium,0.5668217283,Employed,3
209,IT,,0.8159266979,4,,medium,0.7931235487,Employed,4
198,engineering,,0.9267801541,5,,low,0.8758524019,Employed,3
252,sales,,0.6806536105,3,,low,0.6252112227,Employed,3
142,support,,0.5847493776,2,,low,0.4407992813,Left,3
137,IT,,0.9315544799,4,,medium,0.7712455424,Employed,3
155,engineering,,0.4241830522,5,,medium,0.3927357647,Employed,3
166,sales,,0.7756289524,2,,medium,0.6029292778,Employed,3
127,engineering,,0.4635487007,2,,low,0.4198210631,Left,3
162,IT,,0.4906332376,3,,medium,0.7756819216,Employed,2
251,finance,1,0.9315720365,3,,medium,0.5481754757,Employed,3
198,engineering,,0.9591382885,3,,medium,0.7527739312,Employed,2
257,support,,,3,,medium,0.9449415813,Employed,3
188,engineering,,0.5165635611,3,,high,0.5558174828,Employed,3
270,engineering,,0.6507392924,5,,high,0.6392724111,Employed,3
173,sales,,,3,,low,0.8109185339,Employed,2
184,admin,,0.6454137573,3,,high,0.8964862728,Employed,5
176,sales,,,4,,low,0.8638741066,Employed,3
111,management,,0.7685366358,5,,high,0.8789822611,Employed,4
143,engineering,,0.8402319298,5,,medium,0.9654427737,Employed,3
235,engineering,1,0.5655278691,3,,low,0.8531600555,Employed,2
250,marketing,,0.9589988777,3,,low,0.7439304399,Employed,3
128,engineering,1,0.4029420692,5,,medium,0.3674362747,Employed,4
282,marketing,,0.676744994,2,,low,0.3561615406,Left,5
98,sales,,0.4640102018,4,,low,0.79327889,Employed,2
163,support,,0.9414886298,3,,medium,0.9872510336,Employed,3
199,sales,,0.5868078583,4,,low,0.99861092,Employed,3
237,support,,0.7741700643,6,,high,0.337205009,Employed,5
133,support,,,4,,low,0.6416709072,Employed,3
105,sales,,0.6338601748,2,,medium,1,Employed,2
141,support,,0.8488223953,3,,medium,0.7105228449,Employed,3
172,product,,0.7005164835,5,,low,0.7868537567,Employed,2
278,engineering,,0.5332660903,7,,low,0.2510634382,Left,3
185,support,,0.5028311285,3,,low,0.6228024139,Employed,3
226,engineering,,0.8682890962,4,,low,0.6345558879,Employed,2
169,marketing,1,0.6686268153,2,,medium,0.8483194569,Employed,3
283,support,,0.8131917572,6,,medium,0.07903878838,Left,5
260,sales,1,0.5912297183,4,,low,0.7061650417,Employed,2
307,IT,,0.9057081444,7,,low,0.1252752167,Left,4
247,admin,,0.838862128,6,,medium,0.09157737957,Left,4
176,support,,0.5235101043,4,,high,0.901433708,Employed,4
